1,0.845847607,0.7,
2,-0.289780737,0.3,
3,0.343403077,0.3,
4,0.650343916,0.5,
5,1.650931697,2,
6,4.72E-02,0.04,
7,-1.36E-03,0.001,
8,-0.347413832,0.3,
9,0.159114895,0.25,
10,0.959978913,1,
11,3.69E-02,0.03,
12,-8.61E-04,0.001,
13,0.133163316,0.1,
14,5.34E-02,0.05,
15,6.20E-02,0.05,
16,4.06E-02,0.05,
17,3.44E-02,0.05,
18,6.48E-02,0.05,
19,5.20E-02,0.05,
20,-0.286363166,0.3,
21,0.310134893,0.25,
22,0.802333567,1,
23,2.04E-02,0.03,
24,-6.99E-04,0.001,
25,2.26E-02,0.05,
26,0.102795781,0.1,
27,6.36E-02,0.05,
28,2.50E-02,0.05,
29,4.79E-02,0.05,
30,4.50E-02,0.05,
31,5.83E-02,0.05,
32,-0.330439946,0.3,
33,0.317666319,0.25,
34,0.797821677,1,
35,2.03E-02,0.03,
36,-5.50E-04,0.001,
37,5.34E-02,0.05,
38,4.23E-02,0.05,
39,9.79E-02,0.1,
40,3.98E-02,0.05,
41,4.14E-02,0.05,
42,4.49E-02,0.05,
43,4.04E-02,0.05,
44,-0.515466236,0.3,
45,0.244969018,0.25,
46,0.55294394,1,
47,1.71E-02,0.03,
48,-4.69E-04,0.001,
49,1.14E-02,0.05,
50,2.62E-02,0.05,
51,4.92E-02,0.05,
52,9.91E-02,0.1,
53,2.05E-02,0.05,
54,4.35E-02,0.05,
55,4.53E-02,0.05,
56,-0.279226134,0.3,
57,0.366533849,0.25,
58,0.721025864,1,
59,1.05E-02,0.03,
60,-3.09E-04,0.001,
61,9.42E-03,0.05,
62,3.37E-02,0.05,
63,5.63E-02,0.05,
64,1.01E-02,0.05,
65,9.16E-02,0.1,
66,3.69E-02,0.05,
67,5.51E-02,0.05,
68,-0.350928752,0.3,
69,0.309311195,0.25,
70,0.720183157,1,
71,2.44E-02,0.03,
72,-5.39E-04,0.001,
73,6.78E-02,0.05,
74,3.71E-02,0.05,
75,6.57E-02,0.05,
76,4.30E-02,0.05,
77,5.72E-02,0.05,
78,0.101359988,0.1,
79,5.33E-02,0.05,
80,-0.248496398,0.3,
81,0.307402411,0.25,
82,0.844265495,1,
83,1.89E-02,0.03,
84,-4.41E-04,0.001,
85,5.60E-03,0.05,
86,-8.32E-03,0.05,
87,2.05E-02,0.05,
88,-8.15E-04,0.05,
89,5.62E-03,0.05,
90,1.45E-02,0.05,
91,9.32E-02,0.1,
92,18.47666151,2.9,
93,0.197767949,-1.9,
94,0.165114133,-1.9,
95,0.149813454,-1.9,
96,0.19340206,-1.2,
97,0.198111724,-1.2,
98,0.171548738,-1.2,
99,0.224423556,-1.2,
100,3.239337057,3.2,
101,3.280633301,3.2,
102,3.412421743,3.4,
103,3.273254151,3.2,
104,3.242729146,3.2,
105,3.348239559,3.4,
106,3.266062523,3.2,
107,-7.23E-02,0.5,
108,0.205693512,0.5,
109,-0.222161666,0.5,
110,-5.15E-02,0.5,
111,0.180768253,0.5,
112,-0.175902101,0.5,
113,1.851331574,2.2,
114,1.928331964,2.2,
115,2.455533971,2.5,
116,1.80837175,2.2,
117,1.83966403,2.2,
118,2.108324526,2.6,
119,2.086613669,2.3,
120,0.113033919,0.1,
121,1.04E-02,0.1,
122,4.67E-02,0.1,
123,0.292539371,0.2,
124,2.62E-02,0.01,
125,-6.10E-04,0.002,
126,0.464075435,1,
127,0.413924159,1,
128,-6.99E-02,1,
129,0.117383617,1,
130,0.24503927,1,
131,0.714151702,1,
132,2.157713715,0.7,
133,0.861236668,1,
134,0.498558719,0.5,
135,0.79825027,0.5,
136,0.579534267,0.5,
137,0.875348747,1,
138,0.835618532,1,
139,0.52163656,1,
140,0.788104238,1,
141,-0.816257568,1,
142,-0.640595414,0.5,
143,-0.53044008,0.5,
144,-0.997887305,1,
145,-0.292227343,0.5,
146,-0.414951625,0.5,
147,-0.911128268,0.5,
148,-0.65675726,0.5,
149,-0.18883708,0.15,
150,0.188484924,0.15,
151,0.241311867,0.3,1
152,0.358793906,0.3,2
153,8.37E-02,0.3,3
154,0.327598797,0.3,4
155,0.170144768,0.3,5
156,0.100616203,0.3,6
157,6.67E-02,0.3,7
158,0.194494695,0.3,8
159,4.20E-02,0.3,9
160,2.24E-02,0.3,10
161,0.507121194,0.3,11
162,0.33793355,0.3,12
163,0.501132461,0.3,1
164,0.415592884,0.3,2
165,0.125055208,0.3,3
166,0.157119422,0.3,4
167,8.71E-02,0.3,5
168,0.22106703,0.3,6
169,-5.74E-02,0.3,7
170,0.24780295,0.3,8
171,0.248898959,0.3,9
172,0.103549693,0.3,10
173,0.652068193,0.3,11
174,0.198560902,0.3,12
175,0.252352739,-1.203972804,1
176,-1.76E-03,-0.005,2
177,0.446379746,-0.510825624,3
178,-1.19E-02,-0.005,4
179,0.337866963,-0.916290732,5
180,-3.31E-03,-0.005,6
181,0.337999681,-1.203972804,7
182,-6.70E-05,-0.005,8
183,0.323918366,-1.203972804,9
184,3.28E-03,-0.005,10
185,0.413955263,-1.203972804,11
186,-1.41E-02,-0.005,12
187,0.184243156,-1.203972804,13
188,2.89E-03,-0.005,14
189,0.139092944,-1.609437912,15
190,-1.93E-03,-0.005,16
191,0.30689646,-1.049822124,17
192,-1.53E-03,-0.005,18
193,0.601469438,-0.597837001,19
194,-3.02E-03,-0.005,20
195,0.165137821,-0.510825624,21
196,-2.62E-03,-0.005,22
197,0.418709727,-0.510825624,23
198,4.45E-04,-0.005,24
199,0.517059851,-0.510825624,25
200,-1.93E-03,-0.005,26
201,0.577049016,-0.510825624,27
202,9.99E-03,-0.005,28
203,0.121139647,-1.6,1
204,6.92E-02,-1.6,2
205,0.454360936,-1.6,3
206,8.38E-02,-1.6,4
207,0.294878689,-1.6,5
208,0.391493455,-1.6,6
209,0.116846593,-1.6,7
210,1,0.1,
211,1,0.1,
212,1,0.1,
213,1,0.1,
214,1,0.1,
215,1,0.1,
216,1,0.1,
217,1,0.1,
218,1,0.1,
219,1,0.1,
220,1,0.1,
221,1,0.1,
222,1,0.1,
223,1,0.1,
